Name,ORE_sdE3_r1_GTGGCC_L004,ORE_sdE3_r2_TGACCA_L005,ORE_w_r1_ATCACG_L001,ORE_w_r2_GTTTCG_L002,OREf_SAMm_sdE3_ATTCCT_L002,OREf_SAMm_w_GTCCGC_L006,SAM_sdE3_r1_ATGTCA_L006,SAM_sdE3_r2_GCCAAT_L007,SAM_w_r1_ACTTGA_L003,SAM_w_r2_GAGTGG_L004,SAMf_OREm_sdE3_TAGCTT_L001,SAMf_OREm_w_CAGATC_L005
FBtr0310282,0.0719268,0.0959245,0.0,0.0,0.0,0.0799697,0.0726541,0.0,0.0,0.0,0.0,0.0
FBtr0310283,0.0,0.00531644,8.6809e-11,0.0,3.32146e-05,0.0,0.0,0.0,2.34948e-10,0.0,0.0,0.0
FBtr0303264,0.0,0.0428275,0.081426,0.0592206,0.0,0.0,0.0618602,0.0660973,0.0,0.0702352,0.0588074,0.142582
FBtr0302877,0.0,0.0,0.20773,0.0,0.170869,0.0,0.0,0.0,0.231866,0.206202,0.383026,0.0
FBtr0070244,0.976032,0.473268,1.22737,1.00757,0.745319,0.658432,1.95574,0.764339,1.86671,1.08671,0.239948,0.823602
FBtr0330391,0.976032,0.473268,1.22737,1.00757,0.745319,0.658432,1.95574,0.764339,1.86671,1.08671,0.239948,0.823602
FBtr0345507,0.456651,0.329018,0.280397,0.425601,0.29206,0.467154,0.285367,0.407028,1.6984e-06,7.1397e-08,0.563676,2.42951e-07
FBtr0070245,11.5128,11.2121,15.2274,14.7485,13.5326,13.0908,15.7541,12.49,14.2996,11.095,9.2035,14.1202
FBtr0070250,7.95743,7.30431,7.00545,7.54999,7.01608,6.4211,7.93551,7.19493,6.34411,7.62438,5.82831,6.17227
FBtr0345522,0.342336,0.261297,0.3127,0.626087,0.544821,0.415128,0.566054,0.555306,0.748336,0.339572,0.212714,0.510478
FBtr0070251,0.0,0.0132187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157836
FBtr0070252,0.0,0.0364879,0.0495616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0070253,2.68493,4.78797,7.11846,3.42941,5.37964,4.60429,4.77814,5.91982,3.5594,3.37528,4.35438,4.13239
FBtr0339576,3.17723,2.70088,3.82001,2.02192,2.33298,2.76553,3.9811,1.32024,3.14429,1.8266,1.42574,2.80384
FBtr0339577,2.33182,2.31197,1.73485,1.9759,2.29531,1.85393,2.90258,3.79137,2.48035,2.72006,2.63971,3.46035
FBtr0300352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166838,0.0,0.0,0.0,0.0
FBtr0345508,1.7055,1.05745,0.890725,1.5594,0.794963,1.26417,0.704948,1.29111,1.49041,0.7895,0.838671,0.977064
FBtr0070254,3.70587,3.88108,2.66109,4.07023,3.827,4.20176,5.32356,5.01288,3.45068,4.8523,3.32731,3.8789
FBtr0070257,0.0350856,0.214887,0.207516,0.0965332,0.139027,0.0,0.0649313,0.0697467,0.0,0.0843019,0.0347489,0.072654
FBtr0070259,24.1028,29.2945,28.5449,26.4982,30.7963,29.1942,30.2056,29.9577,27.584,26.1379,22.2936,26.9107
FBtr0339589,5.39361,3.96263,5.2624,5.22757,5.71377,4.42523,7.17532,4.57459,6.79611,3.51652,2.76962,5.01042
FBtr0070260,3.95755,3.31112,2.43729,2.36952,3.66928,2.48612,5.05996,2.72667,3.19472,3.11697,3.55747,2.949
FBtr0339591,1.34209,1.18731,2.42741,1.813,1.02423,0.837947,1.05902,0.47482,0.959854,0.653456,0.360042,0.509708
FBtr0339590,56.9641,46.1258,65.7968,61.565,55.6144,53.6909,62.7278,51.8345,64.339,50.0859,31.8289,47.8748
FBtr0070269,13.1429,10.836,15.9145,12.6741,15.6256,16.2284,15.7388,12.1819,15.2164,10.871,8.20806,12.7623
FBtr0070270,15.672,14.5648,23.0639,19.622,18.2293,16.5309,19.3471,14.7788,19.5389,12.9993,5.74235,14.8057
FBtr0333115,13.2305,9.91577,10.3687,10.6337,10.7154,9.33333,14.4675,7.58669,11.7308,9.87601,10.9603,10.3679
FBtr0273400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0308320,0.125744,0.0639658,0.161518,0.162775,0.13593,0.155254,0.167932,0.106278,0.193303,0.157429,0.0406831,0.150972
FBtr0070272,0.370354,0.29392,0.254524,0.20094,0.18315,0.263486,0.429607,0.166734,0.101878,0.147543,0.103358,0.14356
FBtr0070277,7.91548,7.58861,5.61937,5.21513,4.56001,3.91125,4.94039,2.62659,6.49958,4.28079,6.29958,5.03629
FBtr0302174,0.00987142,0.0251862,0.0117081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094419,0.0
FBtr0302175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0345509,0.000855737,0.00260468,0.000917869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000739838,0.0
FBtr0070278,0.0,0.0295028,0.0,0.0309767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0344154,0.0,0.0,0.0,0.0,0.0579577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0070279,14.9658,16.0742,19.3702,17.5533,18.9257,15.9525,16.6687,14.6731,14.8408,11.3985,10.9748,13.625
FBtr0330407,0.532322,0.582602,0.865673,1.04813,1.74647,1.09176,1.74235,0.440026,1.30175,0.517655,0.199061,0.663135
FBtr0333116,0.115116,0.323973,0.637538,0.201731,0.316272,0.857247,1.054,1.31148,0.144489,0.167712,0.0965495,1.03267
FBtr0070283,36.9151,44.3281,36.0292,34.8204,35.9685,33.8367,40.2791,38.0948,36.2275,38.8108,38.057,37.6535
FBtr0070284,0.100932,0.0910371,0.0924249,0.0362163,0.105139,0.0981356,0.212517,0.0435738,0.251719,0.081381,0.0481822,0.0
FBtr0343517,0.0657551,0.0380316,0.0800198,0.110014,0.0623183,0.0,0.014717,0.0197036,0.0,0.0436959,0.0223769,0.0680417
FBtr0303587,0.0,0.0609906,0.0508862,0.00994528,0.0383431,0.0723562,0.195999,0.0589882,0.0749407,0.110255,0.0443357,0.0641272
FBtr0070285,0.0,0.0,0.222782,0.136449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243523
FBtr0070289,21.3446,9.10237,18.4349,17.1225,22.3412,18.8196,20.9132,12.0527,18.1162,12.9538,15.2046,15.8118
FBtr0070290,4044.41,3093.99,3967.18,3946.89,4410.44,5019.25,3995.19,4212.0,3551.75,2880.87,3950.61,3475.3
FBtr0339593,26.8216,15.8291,61.0332,31.0006,36.3079,30.1266,34.7216,23.5643,22.2005,19.8978,25.848,37.5363
FBtr0339594,34.8387,29.5163,42.6105,42.8976,42.6566,45.5495,38.423,33.9783,29.6633,28.1978,31.0848,31.2755
FBtr0070293,0.0,0.0777975,0.0,0.0830146,0.084204,0.109252,0.0769822,0.0,0.0,0.0,0.0,0.0
FBtr0070294,14.1382,17.362,19.7959,21.0008,17.9106,16.453,19.1059,15.5417,13.697,9.83226,12.6777,16.482
FBtr0070295,2.8008,4.84044,4.33325,3.81784,4.23325,4.36895,4.88368,4.89203,4.0663,3.40869,3.27661,5.24248
FBtr0070296,7.88043,11.1065,7.8535,7.76842,9.52822,8.47251,8.77223,9.8435,6.80518,6.63289,8.20476,9.50068
FBtr0070298,0.235481,0.207421,0.335129,0.128497,0.280225,0.17437,0.304548,0.141457,0.189112,0.227036,0.0953371,0.244104
FBtr0070301,0.0,0.0,0.0626954,0.0,0.0,0.0,0.194951,0.0,0.0,0.0,0.0,0.0
FBtr0070308,60.4884,50.0718,61.7629,56.2569,62.4173,62.3498,66.4453,53.3721,63.214,47.1788,54.7794,53.1958
FBtr0114454,1.31356,0.794078,1.051,0.861532,1.37424,1.79143,1.02101,1.50406,1.73593,1.0765,1.11695,1.91368
FBtr0070310,10.8167,7.69529,12.4681,9.8899,12.1222,10.7173,14.7927,10.3231,14.288,7.50546,6.94614,8.98988
FBtr0339600,0.0,0.0,0.306637,0.18414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278645
FBtr0070311,51.3946,38.2342,54.7267,49.9578,50.7727,46.9946,51.6773,39.5073,53.4007,46.5222,34.6018,41.7685
FBtr0070312,37.1214,39.9461,44.6033,42.8526,46.4516,45.0826,43.6125,35.5762,41.7375,35.7087,35.5339,40.5017
FBtr0070313,1.63709,1.60943,1.23942,1.87123,0.92643,1.28022,0.762716,0.570806,1.3864,0.837625,1.74775,1.20928
FBtr0331384,52.5512,50.8767,55.8703,53.7432,58.8657,60.7342,59.8972,61.5413,57.0513,56.3413,59.1644,56.7075
FBtr0070314,58.0193,61.9273,63.682,58.937,61.0628,63.5791,71.4483,64.1924,57.4698,52.0184,55.0797,62.3132
FBtr0332579,10.2863,5.80436,8.768,6.22692,7.51684,5.46861,7.86138,5.89785,8.32344,6.70962,6.56851,6.97844
FBtr0070315,18.5225,18.0316,25.3795,21.1782,24.0249,23.1556,28.3854,21.2968,24.3776,19.8035,12.7874,21.6594
FBtr0070316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0344155,6.46416,5.39337,5.96767,5.16055,5.3016,4.32258,5.15836,3.77173,5.14426,4.23557,3.78631,4.17292
FBtr0070317,10.7124,10.0363,15.2212,11.9099,14.4838,13.3154,14.89,12.3736,13.1678,9.88737,7.38764,11.4041
FBtr0332586,0.284791,0.0,0.643782,0.433138,0.0,0.740173,0.936392,0.265085,0.793028,0.0,0.0,0.575312
FBtr0070320,0.859255,0.729638,1.92122,0.670283,2.23804,1.15666,2.24874,0.608786,0.707708,0.546381,1.05244,1.17212
FBtr0070318,21.9028,16.476,22.9952,20.7583,23.1823,15.4884,18.2661,14.7036,14.7505,16.2047,14.3408,14.1682
FBtr0070319,17.6083,16.5786,20.5071,22.1702,18.1604,22.2281,21.3434,17.0159,22.4237,17.6643,15.1456,18.8823
FBtr0332587,0.211679,2.04944,0.000772908,3.30913e-08,0.353538,1.44131e-09,0.536177,0.0,0.00694552,0.0,0.0,1.87186
FBtr0332588,3.32592,2.20687,1.70521,2.68639,0.836303,2.60998,3.1193,3.29064,4.53765,2.583,1.34266,1.02787
FBtr0070321,34.1053,29.3476,39.2455,31.1431,36.8943,39.3301,32.5423,31.37,35.9037,28.1287,27.8477,30.6084
FBtr0070328,1.30958,1.32629,1.63044,1.20158,1.36552,1.14296,2.23245,1.23269,2.386,1.9456,0.75007,1.35585
FBtr0070330,11.525,18.6933,20.0002,17.7646,14.2633,10.4703,21.3724,13.591,15.2088,10.4438,9.80993,7.7493
FBtr0344156,10.0726,8.26322,11.3807,8.43103,9.72187,13.037,12.0192,13.2091,15.9995,12.8095,7.48967,17.3746
FBtr0070331,71.4981,62.8465,87.5541,70.4951,74.1929,77.5316,88.1671,71.0242,72.3042,52.9137,62.6773,62.5798
FBtr0070334,34.6371,35.897,44.4713,40.8899,43.2606,39.9315,55.59,43.2144,43.382,33.0304,26.6975,39.2742
FBtr0070335,4.53726,3.61684,4.38833,4.80776,4.98543,2.75551,6.10323,2.92857,5.42248,3.47387,2.99455,3.98144
FBtr0070336,0.825363,0.170286,0.353296,0.561981,0.679713,0.349241,1.96535,1.15338,0.920726,1.29637,0.574493,0.609758
FBtr0070337,6.39974,5.49659,9.54497,7.38923,12.3146,7.60905,12.4035,7.76741,7.93412,7.64568,7.32599,10.4269
FBtr0300254,0.909991,0.941851,0.523503,1.13802,2.22981,2.08864,1.08727,0.777322,1.20633,1.7204,0.779583,1.42504
FBtr0300255,1.78806,1.98478,1.665,2.55554,1.95723,1.40166,2.20989,0.977334,2.10116,1.46785,0.529995,1.5664
FBtr0302435,0.0,0.0,0.0,0.0,0.0,0.159929,0.0,0.1399,0.0,0.240263,0.0,0.28247
FBtr0070338,6.53686,7.27893,8.05648,8.26411,7.17184,6.92907,8.78055,7.96788,11.1252,7.71331,5.084,6.05133
FBtr0070339,30.7244,25.8221,38.7308,30.7286,36.3124,32.4547,39.2415,29.0891,34.6038,23.757,22.3955,31.064
FBtr0070340,0.216427,0.161228,0.226967,0.16435,0.179206,0.106628,0.277226,0.119969,0.123062,0.139465,0.115625,0.181245
FBtr0070341,0.0,0.0350196,0.0,0.208375,0.122274,5.06981e-08,0.0,0.0,0.0,0.0,2.01693e-07,0.322215
FBtr0303043,0.0,0.896657,1.05158e-06,0.756572,0.955611,0.658503,0.510195,0.197724,1.23072,1.74367,0.755848,0.651134
FBtr0303044,0.578659,0.0203873,7.137e-09,0.299114,0.0799096,8.72228e-08,0.0,0.0,0.0,0.0,0.0,0.466855
FBtr0303045,1.20871,0.584891,2.16682,0.979072,0.682527,0.996003,1.83896,1.16006,1.35986,7.95717e-05,8.81886e-10,0.85925
FBtr0310288,0.179346,0.161883,0.434458,0.346897,0.416066,1.17725,0.398091,0.416821,0.535223,0.0,0.925485,0.272563
FBtr0310289,0.364952,0.988559,0.878455,0.349774,0.400855,0.0,0.578081,0.532247,0.347645,0.613959,0.461721,0.0
FBtr0070342,0.261723,0.15624,0.10445,0.0,0.347576,0.0,0.554684,0.0861408,0.118409,0.101131,0.0,0.364065
FBtr0310443,0.0,0.0800719,0.0,0.246602,0.0,0.222625,0.0868803,0.182192,0.0,0.11133,0.0455142,0.0
FBtr0070345,17.2565,12.3243,10.3547,11.3288,11.6408,8.15886,13.3495,6.15113,12.94,10.4974,15.2924,13.8848
FBtr0070343,0.755941,0.387296,4.87499e-05,0.00821791,6.95013e-06,2.462e-06,0.00165801,0.796837,0.388846,0.169794,0.0,0.262794
FBtr0070344,39.2221,42.4534,66.8423,53.8041,53.8704,57.0021,58.9319,49.7841,50.0195,38.1685,21.9637,43.5259
FBtr0303048,0.477459,0.354926,2.79483,2.24574,3.33186,0.0,2.64471,0.60915,1.31191,0.456153,0.573304,0.74625
FBtr0310657,0.435613,0.208828,0.70166,0.270731,0.378465,0.55365,0.197666,0.288163,0.48683,0.0900567,0.142397,0.280269
FBtr0310658,0.0775053,0.0,0.0,0.0929818,0.126803,0.25009,0.0,0.10347,0.0,0.0,0.13567,0.107105
FBtr0310659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114731
FBtr0333801,0.789405,1.06988,1.45843,1.4561,0.957241,1.22795,1.4966,0.773325,1.40393,0.861789,0.243022,0.961106
FBtr0333802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683474,0.0
FBtr0070346,33.1026,29.6016,40.258,34.6168,38.0026,36.2655,38.7201,33.8315,34.6666,27.2773,22.0478,33.3813
FBtr0333803,0.790187,0.44671,0.742085,0.346496,0.576065,0.719338,0.771142,0.34253,1.2612,1.07681,0.432968,0.182465
FBtr0070347,56.3427,46.292,65.7909,58.7397,56.2796,57.3898,78.1124,55.3348,66.9125,55.7037,49.0124,61.135
FBtr0070349,13.6465,11.564,16.647,13.9393,19.5608,18.0104,32.1258,19.6713,30.2753,20.533,15.4319,17.8212
FBtr0070350,17.5368,25.3075,32.1044,24.2882,30.8424,29.4729,31.2352,30.3717,28.1779,22.8133,14.0944,27.1772
FBtr0070351,16.6941,10.3955,12.8431,11.448,11.375,10.1219,11.4263,4.72318,10.4386,7.16285,13.2075,11.8233
FBtr0070352,0.150182,0.126508,0.0,0.33591,0.0,0.198765,0.499227,0.362002,0.0,0.0889516,0.0,0.15506
FBtr0070353,6.76718,6.89958,10.5056,8.31003,10.0065,8.05794,12.056,8.35779,9.81767,7.72904,6.24974,9.98141
FBtr0070354,0.885494,0.643464,0.922497,1.11775,0.577966,0.844609,0.129986,0.212299,0.173701,0.0,0.106577,0.276742
FBtr0332580,0.16712,0.304347,1.17741,0.0,0.145394,0.0,0.635726,0.0,0.575614,0.232719,0.148987,0.599343
FBtr0305583,7.46811,6.62149,6.74149,6.95028,7.44731,6.34597,7.3075,5.79956,8.58411,6.35661,5.32965,6.66902
FBtr0070355,2.63502,2.12831,3.17224,2.09394,3.4125,2.82757,6.01071,3.14014,4.65591,2.45556,2.26089,3.47879
FBtr0070362,5.97044,6.22721,9.05709,6.96354,7.35445,7.17839,8.55227,6.83178,7.76644,5.32163,3.91546,6.18874
FBtr0070363,3.1433e-05,7.23193e-07,4.00247e-06,8.9337e-07,0.351214,1.87907e-07,0.244565,1.34103e-07,5.71461e-06,1.16278e-09,2.51083e-05,0.2712
FBtr0070364,80.8464,126.769,73.8946,81.5948,88.7857,78.7157,86.8414,91.5927,79.1945,82.4836,110.233,97.6922
FBtr0331385,20.9479,20.7276,14.1822,16.4864,12.7194,15.2575,11.6716,13.6532,17.7449,18.037,20.0702,19.656
FBtr0070365,77.6448,85.4479,68.0529,74.358,77.8178,70.9897,76.7595,74.9089,64.5352,69.8356,77.7088,81.7785
FBtr0345510,1.75145,1.80213,1.78282,2.30704,1.56936,1.76471,2.02549,2.47076,2.57754,2.0693,2.86658,2.07049
FBtr0070366,54.3646,73.9616,64.0575,56.7928,65.1224,56.6892,64.9847,64.0152,53.9742,50.6985,48.0454,54.0254
FBtr0339601,9.88768,14.1805,14.7899,13.3976,12.0365,12.0655,10.689,13.412,9.97797,8.19158,10.7904,14.3596
FBtr0070367,1.60455,1.35897,0.481204,1.22118,1.46532,1.10448,1.03095,0.55264,0.962422,0.794118,0.938074,0.492623
FBtr0070368,9.47262,12.1503,13.5184,10.5144,11.1752,10.1386,12.1124,12.098,11.0092,9.27803,7.30462,11.5026
FBtr0070369,4.53371,4.20921,8.11749,2.8239,5.46391,2.86987,5.33226,2.69945,5.39554,2.55105,3.38205,4.61783
FBtr0070370,6.2947,6.032,7.65591,9.95817,8.67968,10.1707,12.862,9.8278,10.7433,6.8946,1.82759,6.88872
FBtr0339494,2.31092,0.793742,2.98536,0.652068,1.36966,0.560459,1.28963,0.449827,1.21238,0.825213,2.15387,0.715697
FBtr0070371,24.9037,33.5026,27.7233,30.1911,35.5415,31.3446,25.7833,27.1106,28.0931,20.7845,27.0762,29.7928
FBtr0301926,51.8465,52.8204,60.4219,48.9191,57.8853,51.3478,47.5129,46.6053,50.6596,41.2225,39.1565,49.1884
FBtr0070372,52.2325,72.7384,51.6396,66.8044,56.5702,60.1572,69.5045,82.1382,56.7026,72.6838,74.3852,65.3804
FBtr0333511,9.6289,10.0928,10.0557,7.37826,10.2183,6.49757,8.29585,9.38661,8.92057,12.7466,11.9691,10.6616
FBtr0309970,0.0,0.0,0.0,0.0,0.096699,0.0,0.0,0.0977074,0.0,0.0,0.0,0.0
FBtr0070375,16.034,12.2125,18.4224,15.9309,16.9563,15.2135,21.6727,16.6713,18.5996,15.3167,12.9769,17.6305
FBtr0070376,6.59412,7.52802,11.3347,9.63039,10.3266,9.80626,10.4199,10.3741,11.7357,9.08713,3.56377,7.89365
FBtr0070377,0.271593,0.0418481,1.23475,0.591845,0.0,0.0,0.930965,0.0,0.0,0.248394,0.0,4.5897e-09
FBtr0333754,6.81112,6.22911,4.99941,7.27113,5.55072,5.69899,4.87795,3.94427,7.54869,7.58038,6.91958,6.04701
FBtr0333755,0.681776,0.723881,0.471667,0.122511,0.341505,0.114079,0.21647,0.331928,0.157248,0.0,4.98631e-06,0.599845
FBtr0070378,8.68696,7.59667,7.27791,7.05952,9.1171,7.90624,7.75374,7.91467,8.54976,8.50351,4.47245,5.48239
FBtr0070379,1.30265,2.12692,2.24968,1.68609,2.69693,2.08196,2.18042,2.00525,1.78718,1.55582,1.00845,1.57634
FBtr0070380,16.9161,8.76353,10.2575,10.8094,8.60642,8.09571,10.1714,4.44112,11.0381,7.70102,10.8963,9.11377
FBtr0333260,0.0730847,0.0190688,0.0396855,0.115218,0.100708,0.052822,0.0957137,0.0215379,0.0494281,0.0805889,0.0230701,0.0238486
FBtr0070381,5.48669,6.21565,9.27518,10.3574,9.70452,8.42196,14.198,11.0593,11.2707,7.37024,6.62567,10.2593
FBtr0070382,0.388592,0.0767813,0.67983,0.550628,0.655652,0.903318,1.08658,0.480258,0.990401,1.26321,0.388848,0.788658
FBtr0070383,0.147187,0.209424,0.0,0.315734,0.458234,0.307378,0.978215,0.424413,0.587169,0.162364,0.403072,0.216324
FBtr0070384,1.40964,1.10167,0.15048,0.722958,0.380471,0.155231,0.358215,0.124925,0.168344,0.305927,0.239335,0.397619
FBtr0331410,54.6499,76.0061,74.6232,52.9506,79.0902,75.3831,72.5538,66.2738,62.9816,45.9877,53.174,71.2488
FBtr0070385,0.0,0.0,0.0,5.201e-06,0.0,0.255861,0.196247,0.349865,8.11572e-06,0.160216,0.0979237,0.10891
FBtr0310076,0.0,0.0,0.0,0.105156,0.0,3.96814e-07,0.105173,0.0,0.25598,0.267669,0.0,0.0
FBtr0310500,0.0,0.219323,0.297087,0.0,0.0,0.0,0.0,0.147312,0.664734,0.143812,0.0,0.0
FBtr0310501,22.1678,19.8973,30.9743,24.1928,34.3722,32.9959,49.5312,34.2138,42.343,29.8449,23.7748,31.6795
FBtr0070386,76.4229,119.828,80.4573,83.4831,91.2638,90.7238,92.7673,114.045,86.9719,100.448,101.126,98.5518
FBtr0343049,2.31586,4.5574,3.29533,3.19718,2.87083,2.56045,2.70657,3.03783,2.51987,1.9178,3.89341,2.47675
FBtr0070387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0345609,5.10073,4.51296,5.30989,4.23765,4.93995,3.30005,5.46725,3.2883,6.38147,4.11399,3.39548,4.19818
FBtr0070388,1.98457,1.80146,2.73316,1.85894,2.16518,1.74382,2.78705,2.31805,2.99183,1.90792,1.35605,1.78346
FBtr0070389,2.92198,2.95552,3.24782,3.698,2.99365,3.41509,4.28583,3.89276,4.11571,3.6463,3.06504,3.73714
FBtr0070390,172.102,158.286,144.895,176.33,149.823,170.997,190.703,172.032,141.664,164.465,148.613,157.646
FBtr0345607,1.2976,0.373869,1.23488,1.13996,1.87041,1.5649,0.592002,0.641807,0.286971,0.779086,0.937669,1.30809
FBtr0290085,1.23458,0.881431,2.27911,1.00147,1.67256,0.935836,0.368068,0.383585,0.0,0.270957,1.16853,0.948826
FBtr0342764,1.74736,0.639251,0.291818,0.233233,0.0,0.0,0.231328,0.0,0.274533,0.297247,0.470582,0.511631
FBtr0070392,1.27546,1.1626,1.45815,1.03682,1.26469,0.898981,0.505084,0.592344,0.426526,0.548754,0.643663,0.472131
FBtr0345608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0070393,0.366272,1.0792,0.29163,0.382033,0.28757,0.196737,0.200077,0.189938,0.241322,0.0,0.398799,0.233754
FBtr0342765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0419556,0.0,0.0
FBtr0332380,0.0908206,0.0,0.0,0.0826958,0.0,0.0560087,0.0,0.136258,0.0,0.0,0.0,0.0
FBtr0342766,0.0694011,0.0219028,1.00586,0.0211064,0.0579662,0.000139421,0.657603,0.00275539,0.000929977,0.042745,0.0706718,0.0156323
FBtr0344153,3.47979,4.69936,4.42025,3.62513,4.43797,4.44287,4.79056,3.4274,5.62321,4.0367,2.69446,3.35309
FBtr0332381,1.80655,0.270401,0.110458,1.4308,0.33105,0.000587145,0.00555061,0.333568,0.0109397,0.764474,0.242314,0.689992
FBtr0070396,17.9079,17.9857,18.0897,17.9789,15.7512,13.5838,18.3594,14.1256,20.8125,18.9415,9.6283,14.0977
FBtr0070397,0.717252,0.800513,1.4574,0.951564,0.823787,0.773626,1.27548,0.823787,1.48598,0.550547,0.589975,1.03912
FBtr0070398,27.907,44.4678,37.3389,32.3651,34.6848,32.9288,40.2506,32.5925,29.2852,28.3676,27.5582,36.9839
FBtr0070399,0.0209343,0.109066,0.148148,0.0193942,0.0828574,0.0767531,0.0194112,0.0206308,0.13854,0.025056,0.101113,0.0216493
FBtr0070401,16.1493,14.9667,19.9999,17.7405,19.8003,18.5778,23.1526,18.0461,23.1671,16.6503,13.8032,18.1013
FBtr0344007,0.23294,0.625072,0.341959,0.438085,0.258865,0.176537,0.21666,0.170035,0.305521,0.242595,0.189973,0.0901779
FBtr0070402,0.0,5.9677e-08,1.52198e-08,7.25447e-10,0.0,2.30119e-09,3.95819e-09,2.91677e-08,1.34914e-08,2.55763e-09,0.0,2.57746e-09
FBtr0070403,0.0,0.0,0.0500534,0.0,0.0,0.0,0.0,0.0,0.0598933,0.0,0.0,0.0
FBtr0070404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227816,1.53585e-10,0.0,1.00765e-05
FBtr0307284,0.92722,0.348353,0.714956,1.17199,0.477707,0.708067,0.957553,0.618938,0.563367,0.547843,0.740572,0.843906
FBtr0307285,0.0,0.517028,0.946239,0.0332352,0.601777,0.598976,0.900255,0.332781,0.252525,0.527713,0.0,0.372916
FBtr0343597,0.37872,0.121029,0.0660188,7.14471e-05,0.511595,1.35677e-09,0.196466,0.0932541,0.603553,0.415623,0.0,0.0
FBtr0070405,45.8744,35.7442,41.0693,42.2026,51.8871,53.7246,70.8754,65.8271,58.3345,62.9172,51.9672,58.081
FBtr0333730,6.28672,4.03507,4.00999,8.0824,7.3039,8.77259,10.7065,11.121,10.0076,9.69906,7.33727,8.5831
FBtr0070406,1.67049,1.82895,0.958432,1.16523,1.36474,0.987303,0.957168,0.903349,1.11482,0.897745,1.32392,0.868874
FBtr0303997,0.0,0.0,0.0,0.0,0.0,0.0,0.136159,0.0,0.0,0.0,0.0,0.0
FBtr0303998,0.0,0.0,0.0879111,0.101931,0.0646006,0.0,0.0536842,0.0741553,0.2839,0.0,0.0,0.0
FBtr0333731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196487,0.0,0.102112,0.108359,0.282133
FBtr0070407,4.57503,4.74184,5.17303,3.9744,5.51492,4.40542,5.26765,5.35402,5.88759,5.00512,5.18866,4.79964
FBtr0308937,0.0,0.115522,0.0,0.126537,0.132902,0.0,0.0,0.0,0.0,0.0,0.0626432,0.0694437
FBtr0070408,7.4938,8.07649,9.71234,10.114,5.97755,8.53629,10.4039,7.97445,10.2594,6.32793,3.50799,5.58184
FBtr0332962,13.8195,7.08502,10.1985,9.49237,8.41372,8.0132,14.6163,7.58382,17.4121,10.1093,8.37183,7.51534
FBtr0070411,36.1958,64.4394,62.899,53.8012,46.4755,52.0783,57.0632,55.6101,54.4288,55.8691,18.8709,50.8498
FBtr0300792,75.4811,68.0452,62.9034,50.2883,66.0908,53.593,62.5495,37.7257,70.6021,59.1791,57.4484,59.3093
FBtr0070412,3.22528,3.01839,4.90002,3.9747,3.60965,9.49173,1.61192,5.52878,9.67248,12.9855,1.47096,1.19734
FBtr0346648,14.9582,12.0886,9.56862,16.1676,9.87303,9.50593,13.4471,10.2391,13.5517,13.6189,8.75128,9.99214
FBtr0300793,11.3292,10.4808,6.6224,9.55976,9.76478,6.14416,10.3618,6.14083,13.0895,15.0279,4.94836,7.72839
FBtr0345315,17.0148,28.6529,30.6042,25.0411,21.0652,19.7079,33.2403,25.6863,27.3813,15.8885,15.7262,22.3856
FBtr0070414,4.14463,3.75903,5.05585,4.97527,4.59651,4.18111,6.26179,3.47199,6.61881,3.5328,2.74012,4.45739
FBtr0345316,0.0,0.000444162,0.587941,0.0,0.0,0.0,0.00319954,0.0,0.0,0.0,0.0,6.99406e-08
FBtr0070415,0.0172659,0.034273,0.0851008,0.0384175,0.0235558,0.0426026,0.0114703,0.0172332,0.0074204,0.0143951,0.0277415,0.0125054
FBtr0340208,0.00708113,0.0150105,0.0336581,0.0154337,0.0097173,0.0156403,0.00424543,0.00743636,0.00312167,0.00534987,0.0110158,0.00473309
FBtr0070417,0.43459,0.0,0.255194,0.20438,0.0,0.263499,0.0,0.0,0.0,0.0,0.0,0.0
